id,type,latitude,longitude,image_name,image_path
1,PV,38.743718319828446,-9.152814848857549,tile_0009.jpg,assets/output_images/tile_0009.jpg
2,PV,38.74371873438842,-9.152884778729224,tile_0009.jpg,assets/output_images/tile_0009.jpg
3,PV,38.73489486430447,-9.152686931869829,tile_0032.jpg,assets/output_images/tile_0032.jpg
4,PV,38.74689922615584,-9.151820779877896,tile_0055.jpg,assets/output_images/tile_0055.jpg
5,PV,38.74568948827217,-9.151626966033799,tile_0058.jpg,assets/output_images/tile_0058.jpg
6,PV,38.74569678885406,-9.15149643236335,tile_0058.jpg,assets/output_images/tile_0058.jpg
7,PV,38.73465501507703,-9.151956182192189,tile_0086.jpg,assets/output_images/tile_0086.jpg
8,PV,38.734602201793905,-9.151764447607176,tile_0087.jpg,assets/output_images/tile_0087.jpg
9,PV,38.747203484474895,-9.150689141423747,tile_0108.jpg,assets/output_images/tile_0108.jpg
10,PV,38.747146812669655,-9.15068445907995,tile_0109.jpg,assets/output_images/tile_0109.jpg
11,PV,38.745755221662904,-9.15134121453263,tile_0112.jpg,assets/output_images/tile_0112.jpg
12,PV,38.737393682820674,-9.150894589730054,tile_0133.jpg,assets/output_images/tile_0133.jpg
13,PV,38.73525393793049,-9.150713677655029,tile_0139.jpg,assets/output_images/tile_0139.jpg
14,PV,38.733906095268246,-9.151317291920977,tile_0142.jpg,assets/output_images/tile_0142.jpg
15,PV,38.73387253457921,-9.151113529585034,tile_0142.jpg,assets/output_images/tile_0142.jpg
16,PV,38.73357945747895,-9.15088727458849,tile_0143.jpg,assets/output_images/tile_0143.jpg
17,PV,38.7336699626152,-9.150653534909976,tile_0143.jpg,assets/output_images/tile_0143.jpg
18,PV,38.73270304485136,-9.15133692938609,tile_0145.jpg,assets/output_images/tile_0145.jpg
19,PV,38.731633899393046,-9.151260834853375,tile_0148.jpg,assets/output_images/tile_0148.jpg
20,PV,38.7315734314924,-9.151210440210983,tile_0148.jpg,assets/output_images/tile_0148.jpg
21,PV,38.74721489741464,-9.150606625915874,tile_0162.jpg,assets/output_images/tile_0162.jpg
22,PV,38.74559464895309,-9.15015195114658,tile_0166.jpg,assets/output_images/tile_0166.jpg
23,PV,38.74558414049563,-9.15015039794364,tile_0167.jpg,assets/output_images/tile_0167.jpg
24,PV,38.74550526301218,-9.149995932371091,tile_0167.jpg,assets/output_images/tile_0167.jpg
25,PV,38.74090164134891,-9.15049585057842,tile_0178.jpg,assets/output_images/tile_0178.jpg
26,PV,38.73453154062149,-9.150580166173489,tile_0195.jpg,assets/output_images/tile_0195.jpg
27,PV,38.7340414183523,-9.150144098693918,tile_0196.jpg,assets/output_images/tile_0196.jpg
28,PV,38.73404090770349,-9.150077254242756,tile_0196.jpg,assets/output_images/tile_0196.jpg
29,PV,38.73388810283916,-9.150187678538463,tile_0196.jpg,assets/output_images/tile_0196.jpg
30,PV,38.73218359989538,-9.150015435104276,tile_0201.jpg,assets/output_images/tile_0201.jpg
31,PV,38.73218913926193,-9.149878913270792,tile_0201.jpg,assets/output_images/tile_0201.jpg
32,PV,38.7321354901588,-9.14988874894716,tile_0201.jpg,assets/output_images/tile_0201.jpg
33,PV,38.73190150551234,-9.150459825759253,tile_0201.jpg,assets/output_images/tile_0201.jpg
34,PV,38.731882566775255,-9.150413869197646,tile_0202.jpg,assets/output_images/tile_0202.jpg
35,PV,38.7285295993099,-9.150221096026732,tile_0210.jpg,assets/output_images/tile_0210.jpg
36,PV,38.74446739676458,-9.149161702699091,tile_0223.jpg,assets/output_images/tile_0223.jpg
37,PV,38.74444993892771,-9.14925904594468,tile_0223.jpg,assets/output_images/tile_0223.jpg
38,PV,38.744532136967855,-9.149177542663756,tile_0223.jpg,assets/output_images/tile_0223.jpg
39,PV,38.74455895321731,-9.149116278271306,tile_0223.jpg,assets/output_images/tile_0223.jpg
40,PV,38.744759624893206,-9.149836802034846,tile_0223.jpg,assets/output_images/tile_0223.jpg
41,PV,38.74439901509236,-9.149261841304783,tile_0224.jpg,assets/output_images/tile_0224.jpg
42,PV,38.74426288938519,-9.149374925921716,tile_0224.jpg,assets/output_images/tile_0224.jpg
43,PV,38.7410578691224,-9.149266181170823,tile_0232.jpg,assets/output_images/tile_0232.jpg
44,PV,38.73973429774136,-9.14932401452385,tile_0235.jpg,assets/output_images/tile_0235.jpg
45,PV,38.73970659462498,-9.14933499206559,tile_0236.jpg,assets/output_images/tile_0236.jpg
46,PV,38.737958475577166,-9.149353429548883,tile_0240.jpg,assets/output_images/tile_0240.jpg
47,PV,38.73796903398322,-9.149184642037785,tile_0240.jpg,assets/output_images/tile_0240.jpg
48,PV,38.737541325335286,-9.149367428286329,tile_0241.jpg,assets/output_images/tile_0241.jpg
49,PV,38.7367551913729,-9.149397414284977,tile_0243.jpg,assets/output_images/tile_0243.jpg
50,PV,38.735896990588074,-9.149361164274817,tile_0245.jpg,assets/output_images/tile_0245.jpg
51,PV,38.73521122184659,-9.149688928954507,tile_0247.jpg,assets/output_images/tile_0247.jpg
52,PV,38.733852341555455,-9.149533171805343,tile_0250.jpg,assets/output_images/tile_0250.jpg
53,PV,38.73364895772184,-9.149603535309604,tile_0251.jpg,assets/output_images/tile_0251.jpg
54,PV,38.73345621189634,-9.149726542010185,tile_0251.jpg,assets/output_images/tile_0251.jpg
55,PV,38.733441145422915,-9.149686314993426,tile_0252.jpg,assets/output_images/tile_0252.jpg
56,PV,38.73308773854576,-9.149220319355392,tile_0252.jpg,assets/output_images/tile_0252.jpg
57,PV,38.732128104017455,-9.149858463098225,tile_0255.jpg,assets/output_images/tile_0255.jpg
58,PV,38.732189551974535,-9.149873666155758,tile_0255.jpg,assets/output_images/tile_0255.jpg
59,PV,38.729027383406454,-9.14924260713506,tile_0263.jpg,assets/output_images/tile_0263.jpg
60,PV,38.72872215902195,-9.149503315668303,tile_0264.jpg,assets/output_images/tile_0264.jpg
61,PV,38.72853924746601,-9.149626740715206,tile_0264.jpg,assets/output_images/tile_0264.jpg
62,PV,38.744553436004885,-9.149082773316973,tile_0277.jpg,assets/output_images/tile_0277.jpg
63,PV,38.74462001747706,-9.148824380270481,tile_0277.jpg,assets/output_images/tile_0277.jpg
64,PV,38.74476910883433,-9.148439823698792,tile_0277.jpg,assets/output_images/tile_0277.jpg
65,PV,38.74456576481287,-9.148966977840702,tile_0277.jpg,assets/output_images/tile_0277.jpg
